t_s,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,frame
0.0,120000000.0,-50000000.0,2000000.0,-10.0,24.0,0.1,heliocentric
5.0,119999949.99990943,-49999879.999962255,2000000.4999984903,-10.000036230599283,24.00001509673103,0.09999939612995866,heliocentric
10.0,119999899.99963771,-49999759.99984903,2000000.9999939613,-10.000072461260622,24.000030193457977,0.09999879225848035,heliocentric
15.0,119999849.99918483,-49999639.99966032,2000001.499986413,-10.000108691984016,24.000045290180843,0.09999818838556508,heliocentric
20.0,119999799.9985508,-49999519.99939613,2000001.9999758452,-10.000144922769467,24.000060386899627,0.09999758451121285,heliocentric
25.0,119999749.9977356,-49999399.99905645,2000002.4999622582,-10.000181153616973,24.000075483614328,0.09999698063542364,heliocentric
30.0,119999699.99673925,-49999279.99864129,2000002.9999456517,-10.000217384526536,24.000090580324944,0.09999637675819746,heliocentric
35.0,119999649.99556175,-49999159.99815065,2000003.4999260257,-10.000253615498156,24.000105677031478,0.09999577287953429,heliocentric
40.0,119999599.99420309,-49999039.99758452,2000003.9999033804,-10.000289846531834,24.00012077373393,0.09999516899943413,heliocentric
45.0,119999549.99266328,-49998919.996942915,2000004.4998777157,-10.000326077627568,24.0001358704323,0.09999456511789698,heliocentric
50.0,119999499.99094231,-49998799.99622582,2000004.9998490317,-10.000362308785359,24.000150967126583,0.09999396123492282,heliocentric
55.0,119999449.9890402,-49998679.99543324,2000005.499817328,-10.000398540005207,24.000166063816785,0.09999335735051167,heliocentric
60.0,119999399.98695692,-49998559.99456518,2000005.999782605,-10.000434771287114,24.000181160502905,0.0999927534646635,heliocentric
65.0,119999349.98469248,-49998439.99362164,2000006.4997448628,-10.000471002631079,24.000196257184943,0.09999214957737833,heliocentric
70.0,119999299.98224689,-49998319.99260261,2000006.999704101,-10.000507234037102,24.000211353862895,0.09999154568865613,heliocentric
75.0,119999249.97962014,-49998199.9915081,2000007.4996603196,-10.000543465505183,24.000226450536765,0.09999094179849691,heliocentric
80.0,119999199.97681224,-49998079.9903381,2000007.9996135188,-10.000579697035324,24.000241547206553,0.09999033790690066,heliocentric
85.0,119999149.97382317,-49997959.989092626,2000008.4995636987,-10.000615928627523,24.00025664387226,0.09998973401386738,heliocentric
90.0,119999099.97065295,-49997839.98777167,2000008.999510859,-10.000652160281781,24.00027174053388,0.09998913011939706,heliocentric
95.0,119999049.96730158,-49997719.98637522,2000009.4994549998,-10.000688391998098,24.000286837191418,0.09998852622348968,heliocentric
100.0,119998999.96376903,-49997599.98490329,2000009.9993961211,-10.000724623776476,24.000301933844874,0.09998792232614526,heliocentric
105.0,119998949.96005534,-49997479.98335588,2000010.499334223,-10.000760855616912,24.000317030494244,0.09998731842736377,heliocentric
110.0,119998899.95616049,-49997359.98173299,2000010.9992693055,-10.000797087519409,24.000332127139533,0.09998671452714523,heliocentric
115.0,119998849.95208447,-49997239.98003461,2000011.4992013683,-10.000833319483965,24.000347223780736,0.09998611062548964,heliocentric
120.0,119998799.9478273,-49997119.97826075,2000011.9991304118,-10.000869551510581,24.000362320417857,0.09998550672239696,heliocentric
125.0,119998749.94338895,-49996999.9764114,2000012.4990564357,-10.000905783599258,24.000377417050895,0.0999849028178672,heliocentric
130.0,119998699.93876946,-49996879.974486575,2000012.99897944,-10.000942015749995,24.00039251367985,0.09998429891190037,heliocentric
135.0,119998649.9339688,-49996759.972486265,2000013.4988994247,-10.000978247962795,24.00040761030472,0.09998369500449646,heliocentric
140.0,119998599.92898698,-49996639.97041047,2000013.9988163898,-10.001014480237655,24.000422706925505,0.09998309109565544,heliocentric
145.0,119998549.923824,-49996519.9682592,2000014.4987303356,-10.001050712574576,24.00043780354221,0.09998248718537732,heliocentric
150.0,119998499.91847986,-49996399.96603244,2000014.9986412618,-10.00108694497356,24.000452900154826,0.0999818832736621,heliocentric
155.0,119998449.91295455,-49996279.96373019,2000015.4985491685,-10.001123177434605,24.000467996763362,0.09998127936050978,heliocentric
160.0,119998399.90724808,-49996159.96135247,2000015.9984540555,-10.001159409957712,24.000483093367812,0.09998067544592035,heliocentric
165.0,119998349.90136045,-49996039.95889926,2000016.498355923,-10.00119564254288,24.00049818996818,0.09998007152989379,heliocentric
170.0,119998299.89529166,-49995919.95637057,2000016.9982547709,-10.001231875190111,24.000513286564463,0.09997946761243011,heliocentric
175.0,119998249.88904169,-49995799.9537664,2000017.4981505992,-10.001268107899405,24.000528383156663,0.0999788636935293,heliocentric
180.0,119998199.88261057,-49995679.95108674,2000017.998043408,-10.001304340670762,24.000543479744778,0.09997825977319136,heliocentric
185.0,119998149.87599829,-49995559.948331594,2000018.497933197,-10.001340573504182,24.00055857632881,0.09997765585141627,heliocentric
190.0,119998099.86920483,-49995439.94550097,2000018.9978199664,-10.001376806399666,24.000573672908757,0.09997705192820404,heliocentric
195.0,119998049.86223023,-49995319.94259486,2000019.4977037162,-10.001413039357212,24.000588769484622,0.09997644800355467,heliocentric
200.0,119997999.85507445,-49995199.939613275,2000019.9975844463,-10.001449272376822,24.0006038660564,0.09997584407746814,heliocentric
205.0,119997949.8477375,-49995079.936556205,2000020.497462157,-10.001485505458497,24.0006189626241,0.09997524014994444,heliocentric
210.0,119997899.8402194,-49994959.93342365,2000020.997336848,-10.001521738602236,24.00063405918771,0.09997463622098358,heliocentric
215.0,119997849.83252011,-49994839.93021562,2000021.4972085191,-10.001557971808039,24.000649155747237,0.09997403229058555,heliocentric
220.0,119997799.82463966,-49994719.9269321,2000021.9970771708,-10.001594205075905,24.00066425230268,0.09997342835875034,heliocentric
225.0,119997749.81657806,-49994599.92357309,2000022.4969428028,-10.001630438405838,24.00067934885404,0.09997282442547795,heliocentric
230.0,119997699.80833529,-49994479.920138605,2000022.996805415,-10.001666671797835,24.00069444540131,0.09997222049076837,heliocentric
235.0,119997649.79991135,-49994359.91662864,2000023.4966650077,-10.001702905251898,24.000709541944502,0.0999716165546216,heliocentric
240.0,119997599.79130624,-49994239.913043186,2000023.9965215805,-10.001739138768025,24.000724638483607,0.09997101261703763,heliocentric
245.0,119997549.78251997,-49994119.909382254,2000024.4963751337,-10.001775372346218,24.000739735018627,0.09997040867801646,heliocentric
250.0,119997499.77355252,-49993999.90564584,2000024.9962256672,-10.001811605986477,24.000754831549564,0.09996980473755808,heliocentric
255.0,119997449.76440391,-49993879.901833944,2000025.496073181,-10.001847839688802,24.000769928076416,0.09996920079566249,heliocentric
