t_s,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,frame
1259000.0,100610193.85608144,-17502248.978532758,2005147.2416082558,-21.884186613256706,27.46284067092398,-0.11810134917892558,heliocentric
1260000.0,100588303.40333326,-17474785.048248503,2005029.0153645142,-21.896720040430502,27.46501960749294,-0.11835116797536174,heliocentric
1261000.0,100566400.41368479,-17447318.939898517,2004910.5392129296,-21.909260414997096,27.467196801830323,-0.11860116489836285,heliocentric
1262000.0,100544484.88018517,-17419850.655226707,2004791.8129752756,-21.921807743871152,27.469372250580715,-0.11885134014700563,heliocentric
1263000.0,100522556.79587664,-17392380.19598034,2004672.8364731271,-21.934362033976704,27.47154595038174,-0.11910169392066938,heliocentric
1264000.0,100500616.1537945,-17364907.56391005,2004553.6095278594,-21.94692329224718,27.473717897864024,-0.11935222641903656,heliocentric
1265000.0,100478662.94696711,-17337432.76076984,2004434.1319606476,-21.95949152562542,27.47588808965119,-0.11960293784209336,heliocentric
1266000.0,100456697.16841589,-17309955.788317103,2004314.403592467,-21.972066741063674,27.478056522359836,-0.11985382839013024,heliocentric
1267000.0,100434718.8111553,-17282476.64831261,2004194.4242440923,-21.98464894552364,27.48022319259952,-0.12010489826374258,heliocentric
1268000.0,100412727.86819285,-17254995.342520528,2004074.1937360975,-21.997238145976475,27.482388096972745,-0.12035614766383122,heliocentric
1269000.0,100390724.33252904,-17227511.87270842,2003953.7118888556,-22.009834349402794,27.48455123207494,-0.12060757679160301,heliocentric
1270000.0,100368708.1971574,-17200026.24064727,2003832.978522538,-22.022437562792707,27.486712594494442,-0.12085918584857144,heliocentric
1271000.0,100346679.45506446,-17172538.448111467,2003711.9934571148,-22.035047793145825,27.488872180812486,-0.1211109750365572,heliocentric
1272000.0,100324638.09922978,-17145048.49687882,2003590.756512354,-22.047665047471277,27.491029987603177,-0.12136294455768876,heliocentric
1273000.0,100302584.12262586,-17117556.388730578,2003469.2675078209,-22.060289332787725,27.493186011433487,-0.12161509461440297,heliocentric
1274000.0,100280517.51821819,-17090062.12545142,2003347.526262879,-22.072920656123387,27.495340248863226,-0.12186742540944565,heliocentric
1275000.0,100258438.27896525,-17062565.708829466,2003225.5325966883,-22.085559024516044,27.49749269644503,-0.12211993714587215,heliocentric
1276000.0,100236346.39781846,-17035067.140656296,2003103.2863282056,-22.09820444501306,27.499643350724345,-0.12237263002704796,heliocentric
1277000.0,100214241.86772218,-17007566.42272694,2002980.7872761847,-22.110856924671403,27.50179220823941,-0.1226255042566493,heliocentric
1278000.0,100192124.68161371,-16980063.556839895,2002858.0352591749,-22.123516470557654,27.50393926552124,-0.12287856003866371,heliocentric
1279000.0,100169994.8324233,-16952558.544797134,2002735.0300955218,-22.136183089748023,27.5060845190936,-0.12313179757739064,heliocentric
1280000.0,100147852.31307408,-16925051.388404105,2002611.7716033664,-22.148856789328374,27.508227965473008,-0.12338521707744204,heliocentric
1281000.0,100125697.11648214,-16897542.08946975,2002488.259600645,-22.16153757639423,27.510369601168694,-0.12363881874374298,heliocentric
1282000.0,100103529.23555642,-16870030.649806496,2002364.4939050884,-22.174225458050806,27.512509422682598,-0.12389260278153222,heliocentric
1283000.0,100081348.6631988,-16842517.07123028,2002240.4743342227,-22.186920441413,27.51464742650935,-0.1241465693963628,heliocentric
1284000.0,100059155.39230399,-16815001.355560545,2002116.200705368,-22.199622533605435,27.516783609136247,-0.1244007187941027,heliocentric
1285000.0,100036949.4157596,-16787483.504620247,2001991.6728356383,-22.21233174176246,27.518917967043247,-0.12465505118093535,heliocentric
1286000.0,100014730.72644609,-16759963.520235872,2001866.8905419412,-22.225048073028166,27.521050496702937,-0.12490956676336033,heliocentric
1287000.0,99992499.31723678,-16732441.404237434,2001741.8536409775,-22.237771534556423,27.52318119458053,-0.1251642657481939,heliocentric
1288000.0,99970255.18099783,-16704917.158458486,2001616.5619492417,-22.250502133510867,27.525310057133836,-0.12541914834256962,heliocentric
1289000.0,99947998.31058823,-16677390.784736125,2001491.0152830202,-22.263239877064937,27.527437080813247,-0.125674214753939,heliocentric
1290000.0,99925728.69885978,-16649862.284911003,2001365.2134583923,-22.27598477240188,27.529562262061727,-0.12592946519007206,heliocentric
1291000.0,99903446.33865711,-16622331.660827333,2001239.1562912292,-22.288736826714782,27.531685597314784,-0.12618489985905795,heliocentric
1292000.0,99881151.22281763,-16594798.914332896,2001112.8435971937,-22.30149604720657,27.533807083000458,-0.12644051896930558,heliocentric
1293000.0,99858843.34417157,-16567264.047279049,2000986.2751917406,-22.314262441090037,27.5359267155393,-0.12669632272954423,heliocentric
1294000.0,99836522.69554192,-16539727.06152073,2000859.450890115,-22.327036015587854,27.538044491344362,-0.12695231134882412,heliocentric
1295000.0,99814189.26974444,-16512187.958916469,2000732.3705073535,-22.33981677793259,27.540160406821165,-0.1272084850365171,heliocentric
1296000.0,99791843.05958769,-16484646.741328396,2000605.0338582827,-22.352604735366732,27.542274458367697,-0.1274648440023172,heliocentric
1297000.0,99769484.05787294,-16457103.410622247,2000477.4407575196,-22.365399895142694,27.54438664237438,-0.12772138845624126,heliocentric
1298000.0,99747112.25739421,-16429557.968667367,2000349.5910194707,-22.378202264522837,27.546496955224068,-0.1279781186086296,heliocentric
1299000.0,99724727.65093827,-16402010.417336727,2000221.4844583326,-22.39101185077949,27.54860539329201,-0.12823503467014655,heliocentric
1300000.0,99702330.2312846,-16374460.758506922,2000093.1208880905,-22.40382866119496,27.55071195294585,-0.12849213685178118,heliocentric
1301000.0,99679919.9912054,-16346908.994058186,1999964.5001225185,-22.416652703061562,27.5528166305456,-0.12874942536484787,heliocentric
1302000.0,99657496.92346555,-16319355.125874398,1999835.6219751798,-22.429483983681614,27.554919422443618,-0.1290069004209869,heliocentric
1303000.0,99635061.02082267,-16291799.155843085,1999706.486259425,-22.44232251036748,27.5570203249846,-0.1292645622321651,heliocentric
1304000.0,99612612.27602702,-16264241.085855436,1999577.0927883931,-22.455168290441563,27.55911933450555,-0.12952241101067652,heliocentric
1305000.0,99590150.68182155,-16236680.917806305,1999447.4413750104,-22.46802133123634,27.56121644733577,-0.12978044696914304,heliocentric
1306000.0,99567676.23094186,-16209118.653594222,1999317.5318319905,-22.48088164009437,27.56331165979684,-0.13003867032051494,heliocentric
1307000.0,99545188.91611622,-16181554.295121398,1999187.3639718338,-22.493749224368315,27.565404968202603,-0.13029708127807163,heliocentric
1308000.0,99522688.73006554,-16153987.844293734,1999056.9376068276,-22.506624091420957,27.567496368859135,-0.1305556800554222,heliocentric
1309000.0,99500175.66550334,-16126419.30302083,1998926.252549045,-22.519506248625213,27.569585858064737,-0.1308144668665061,heliocentric
1310000.0,99477649.71513578,-16098848.67321599,1998795.3086103452,-22.532395703364152,27.57167343210991,-0.1310734419255938,heliocentric
1311000.0,99455110.87166163,-16071275.956796236,1998664.105602373,-22.545292463031014,27.573759087277345,-0.13133260544728734,heliocentric
1312000.0,99432559.12777227,-16043701.155682305,1998532.643336558,-22.558196535029232,27.575842819841895,-0.13159195764652104,heliocentric
